away,home,away_ago_win,away_ago_lose,home_ago_win,home_ago_lose,score_away,score_home,result
149,184,3,3,3,3,100,113,1
127,183,1,0,0,1,112,105,0
165,39,22,49,14,56,98,126,1
194,180,3,0,0,3,107,99,0
120,134,0,0,0,0,101,98,0
169,31,21,39,12,47,116,102,0
10,24,10,20,24,5,76,91,1
6,67,33,37,41,29,120,122,1
191,142,0,1,1,0,97,90,0
30,196,8,7,4,11,81,102,1
67,200,37,26,25,39,94,87,0
14,21,21,37,25,30,101,102,1
65,205,38,25,39,23,107,117,1
188,1,1,2,3,1,64,104,1
28,138,19,28,20,27,94,100,1
56,98,23,34,18,39,87,90,1
91,16,14,26,15,25,90,105,1
198,142,0,0,0,0,99,106,1
96,194,13,34,31,18,89,97,1
189,161,20,10,12,22,92,81,0
100,107,29,15,18,25,117,115,0
192,19,12,10,12,10,93,92,0
59,185,0,16,5,10,114,116,1
48,55,22,24,26,20,82,79,0
83,41,46,18,37,27,66,78,1
179,116,22,34,22,35,84,97,1
53,123,23,33,31,25,105,116,1
115,192,17,37,31,22,104,109,1
194,180,23,16,17,22,110,105,0
12,73,53,22,45,31,110,108,0
41,55,2,1,1,2,83,92,1
121,149,0,1,0,0,90,93,1
167,132,17,33,27,24,104,103,0
34,53,17,16,16,18,105,104,0
48,202,18,20,25,12,105,118,1
84,23,29,13,27,19,89,102,1
153,174,28,18,27,20,109,93,0
179,116,11,26,11,26,92,101,1
34,207,18,18,30,7,109,107,0
17,92,19,28,13,37,98,112,1
68,180,44,32,40,36,109,114,1
103,131,36,26,32,29,103,101,0
50,64,9,20,12,15,100,115,1
48,62,13,15,9,20,90,87,0
145,173,17,26,28,15,105,112,1
97,125,6,22,15,13,124,109,0
207,144,0,0,0,0,111,113,1
173,47,32,15,25,22,113,97,0
129,108,4,3,2,4,104,108,1
172,39,6,10,4,11,122,105,0
37,86,25,37,28,35,98,104,1
101,38,39,41,21,59,120,111,0
87,66,38,27,43,20,104,112,1
39,137,10,49,37,24,97,112,1
178,122,22,17,27,12,89,108,1
44,149,13,25,27,14,93,102,1
191,163,35,12,28,21,102,101,0
65,25,29,15,16,30,104,91,0
111,167,25,29,18,34,108,116,1
43,36,23,46,35,31,98,114,1
166,117,13,38,34,19,96,126,1
22,188,17,8,13,13,92,98,1
200,130,6,10,8,9,104,119,1
164,136,12,17,11,14,89,110,1
117,201,36,19,46,10,105,109,1
92,50,6,12,4,13,83,121,1
156,163,0,1,0,0,99,119,1
158,123,19,39,32,25,93,110,1
131,194,37,43,46,34,90,78,0
14,159,11,21,13,17,75,92,1
121,107,3,9,3,7,100,107,1
155,134,13,16,8,23,103,105,1
144,60,49,9,22,36,119,108,0
85,17,48,22,26,45,110,78,0
87,73,29,24,31,24,115,111,0
187,145,46,35,31,50,103,110,1
155,127,20,39,41,18,107,106,0
152,194,34,16,32,19,101,95,0
58,4,18,61,47,32,107,114,1
130,158,34,38,21,51,97,81,0
14,7,19,33,8,44,103,94,0
44,4,11,19,23,10,104,109,1
28,89,31,45,48,29,72,78,1
47,117,22,20,27,15,98,101,1
95,179,20,35,21,32,80,112,1
85,204,0,0,0,0,95,110,1
170,100,22,42,37,28,97,113,1
169,85,7,17,19,6,103,122,1
166,47,8,28,22,16,93,83,0
145,14,5,21,8,18,109,88,0
32,177,11,10,15,6,102,125,1
176,43,30,21,18,33,102,91,0
156,177,9,20,20,10,98,102,1
139,104,8,14,15,11,109,101,0
191,37,26,11,16,22,103,92,0
180,117,3,7,6,4,99,116,1
50,169,29,42,25,45,107,99,0
193,137,27,21,30,18,102,95,0
176,120,3,1,2,1,93,107,1
206,178,41,8,28,24,116,90,0
125,167,13,9,6,15,92,95,1
45,115,33,24,17,39,122,124,1
168,203,28,50,57,21,101,108,1
53,172,12,10,8,13,103,100,0
93,100,4,6,6,2,93,98,1
24,85,1,1,1,1,87,99,1
28,131,6,10,13,5,88,109,1
188,83,30,23,39,14,97,82,0
0,68,50,19,40,30,114,81,0
0,166,8,6,4,10,96,85,0
82,173,2,2,2,2,103,112,1
121,198,5,12,7,8,104,112,1
30,42,0,0,0,1,99,88,0
147,140,25,7,21,10,94,115,1
204,92,13,2,6,9,109,91,0
203,175,23,8,12,18,111,86,0
86,177,4,2,4,2,105,96,0
152,159,1,0,1,1,114,106,0
133,84,14,13,17,6,89,105,1
131,187,24,12,16,19,99,110,1
123,6,22,16,19,18,109,94,0
92,162,19,49,38,29,93,109,1
82,14,48,22,25,45,100,94,0
86,72,5,3,4,3,103,114,1
67,13,7,2,8,1,117,121,1
134,36,0,3,1,2,88,104,1
39,95,7,17,11,16,111,118,1
32,170,13,13,11,14,108,107,0
9,161,2,3,2,3,105,107,1
57,43,16,59,23,52,111,102,0
30,203,8,8,14,4,99,110,1
94,26,31,43,39,35,114,94,0
119,133,39,12,28,24,94,109,1
148,204,23,12,25,8,92,116,1
162,197,46,31,32,45,94,88,0
104,111,37,28,26,39,131,102,0
124,138,48,33,35,46,86,110,1
109,186,37,40,52,25,104,110,1
182,168,28,24,18,33,111,117,1
60,130,23,40,27,35,108,114,1
41,55,3,2,2,3,75,82,1
36,197,37,31,29,40,104,109,1
162,155,11,9,10,10,114,108,0
149,86,6,4,6,5,110,93,0
6,13,17,18,26,7,106,94,0
121,135,41,31,31,41,89,94,1
109,95,8,15,10,14,121,113,0
23,49,1,0,0,1,79,105,1
18,51,8,23,5,29,97,81,0
180,131,22,28,29,20,97,96,0
1,8,29,8,13,20,112,91,0
199,122,1,10,6,5,103,110,1
189,175,24,10,14,23,83,104,1
30,126,20,18,20,19,110,104,0
150,171,37,20,24,32,117,107,0
4,93,46,31,24,53,103,105,1
151,60,30,16,15,27,110,121,1
7,14,7,12,6,14,92,102,1
193,109,29,21,21,26,119,99,0
86,156,16,21,12,26,78,75,0
158,13,11,18,18,6,108,119,1
85,50,32,13,19,27,106,91,0
165,130,22,54,37,38,117,130,1
7,47,11,49,31,28,119,115,0
12,52,51,21,30,43,107,93,0
16,9,6,15,4,16,104,97,0
58,198,8,36,23,21,74,99,1
127,134,51,28,24,54,111,99,0
90,8,34,25,20,38,100,84,0
131,7,19,9,8,19,101,90,0
62,104,6,13,13,5,81,96,1
82,194,4,1,4,0,93,96,1
36,17,8,14,10,13,99,103,1
162,57,25,18,14,30,124,113,0
23,175,45,27,35,36,103,78,0
42,30,9,7,7,7,88,91,1
96,152,6,13,14,6,108,115,1
117,28,8,4,5,7,82,81,0
14,152,11,23,23,11,83,108,1
15,181,3,10,6,7,80,97,1
94,122,21,26,37,13,114,117,1
203,140,1,1,1,1,102,92,0
19,136,23,21,19,24,95,92,0
70,147,2,2,4,2,76,89,1
169,176,15,30,26,21,103,107,1
197,24,15,16,25,6,82,99,1
58,135,4,24,9,20,71,88,1
11,18,35,22,23,33,102,93,0
106,64,9,6,6,9,112,98,0
112,168,23,42,24,44,98,101,1
185,143,27,26,46,4,110,123,1
191,107,24,8,13,20,85,114,1
153,188,25,16,24,16,116,111,0
103,117,48,30,52,26,89,104,1
54,40,11,17,22,4,80,84,1
9,196,22,49,25,48,92,112,1
107,170,1,2,3,1,109,131,1
10,64,22,33,29,25,91,98,1
63,35,14,23,22,15,106,113,1
88,60,4,8,3,10,94,101,1
167,55,3,6,6,2,85,112,1
66,38,55,26,21,60,103,96,0
185,178,8,11,11,8,100,96,0
166,117,5,18,18,8,87,102,1
38,136,16,42,28,29,98,96,0
122,143,42,19,54,5,106,121,1
180,61,3,8,3,9,96,106,1
49,91,22,10,12,20,114,106,0
149,135,31,14,16,29,94,89,0
163,198,18,14,15,15,106,110,1
57,50,13,28,15,26,110,106,0
53,60,25,36,22,38,102,105,1
36,85,42,34,53,23,88,87,0
159,124,0,0,0,0,92,106,1
151,130,0,0,1,0,114,106,0
8,153,5,5,8,4,92,97,1
162,204,47,31,61,18,104,112,1
66,59,5,3,0,7,119,103,0
12,19,8,2,5,5,99,104,1
4,44,9,6,4,8,109,102,0
0,159,7,5,7,7,123,115,0
192,101,16,14,12,14,91,100,1
177,128,40,22,40,19,75,94,1
65,93,46,32,25,53,101,99,0
32,65,25,22,33,15,82,75,0
205,142,3,3,5,1,113,100,0
180,173,22,25,29,15,106,111,1
176,148,44,31,54,22,113,107,0
170,25,16,29,17,31,99,94,0
32,114,8,7,3,9,103,86,0
198,142,0,1,1,0,87,97,1
0,89,59,20,50,29,102,99,0
16,98,8,21,3,21,96,87,0
44,32,19,30,27,23,93,96,1
107,177,18,20,27,13,89,97,1
169,155,4,8,6,7,86,100,1
73,33,23,16,16,25,101,108,1
115,73,3,2,7,1,117,107,0
178,38,15,13,8,20,119,118,0
145,152,21,37,40,19,95,108,1
45,52,27,22,23,27,97,89,0
18,100,2,5,5,2,103,107,1
193,53,1,0,0,1,104,111,1
25,65,7,15,16,6,94,106,1
142,65,44,11,37,20,113,89,0
51,163,13,52,34,33,89,102,1
206,136,48,9,28,28,96,78,0
52,33,10,10,7,13,91,106,1
118,188,2,0,0,1,98,95,0
157,199,16,62,29,49,102,110,1
131,173,17,7,18,4,97,103,1
82,54,0,1,0,0,97,87,0
103,131,50,31,38,43,103,107,1
31,3,14,61,43,32,90,102,1
204,71,32,10,22,19,105,79,0
110,159,6,19,11,12,122,128,1
36,43,30,29,20,41,84,91,1
189,42,19,9,14,16,93,83,0
13,200,30,12,17,27,122,124,1
11,32,50,27,38,39,104,99,0
14,21,26,47,33,42,101,111,1
119,175,31,8,17,23,117,114,0
119,140,33,9,25,15,99,104,1
183,148,39,18,39,20,93,101,1
16,35,29,52,48,33,99,103,1
26,150,11,5,10,8,103,91,0
136,185,15,19,17,19,94,103,1
185,199,24,22,16,27,112,111,0
134,17,13,27,16,22,110,89,0
18,72,16,25,33,8,82,93,1
181,118,2,4,5,2,94,109,1
181,195,32,30,19,43,99,105,1
32,205,22,21,28,17,95,101,1
125,195,14,12,4,22,94,86,0
91,30,18,48,32,32,109,115,1
207,193,39,11,31,22,74,89,1
40,117,5,1,3,2,92,83,0
99,190,25,25,27,23,89,92,1
4,25,39,23,26,34,84,98,1
47,152,21,14,26,11,87,109,1
10,204,4,9,11,1,96,126,1
116,193,4,7,7,5,71,93,1
190,36,34,25,29,29,94,103,1
176,24,31,22,40,11,81,73,0
189,119,3,1,1,3,88,84,0
69,1,4,1,4,1,74,76,1
4,32,45,29,36,38,91,95,1
168,112,0,1,0,0,80,92,1
128,163,31,11,25,18,113,118,1
95,74,20,32,29,21,86,113,1
202,62,20,9,9,21,113,106,0
168,147,8,17,19,6,85,97,1
52,26,24,34,30,26,105,108,1
0,68,2,1,1,2,88,100,1
60,144,24,42,52,14,104,106,1
86,32,9,9,10,10,85,109,1
41,48,36,25,31,29,110,118,1
92,24,13,36,36,10,79,98,1
141,127,41,26,43,23,113,112,0
191,100,45,19,36,28,87,107,1
187,82,36,30,44,21,85,118,1
37,198,23,31,29,27,96,102,1
185,192,5,7,6,6,84,96,1
148,17,28,14,17,23,112,103,0
132,69,26,22,29,20,133,139,1
3,57,1,1,2,0,104,107,1
33,52,2,3,2,3,99,92,0
24,141,32,7,26,16,102,94,0
119,182,2,0,0,2,104,101,0
106,155,15,17,14,19,137,115,0
206,38,32,6,10,27,106,79,0
13,46,0,0,0,0,117,104,0
10,17,28,44,26,44,97,96,0
70,23,0,1,1,0,98,113,1
192,33,39,29,29,39,86,96,1
160,139,12,15,10,14,96,102,1
16,2,16,25,24,16,82,85,1
157,108,12,49,23,37,107,117,1
0,138,34,14,21,27,90,101,1
46,20,37,21,28,30,104,98,0
22,167,9,3,4,10,88,92,1
117,194,28,15,29,16,89,91,1
8,118,14,23,31,8,96,90,0
20,88,15,20,10,24,107,98,0
14,145,2,6,1,8,113,107,0
23,63,0,0,0,0,90,88,0
27,123,6,7,8,5,115,111,0
102,46,42,27,44,26,102,110,1
205,156,4,3,1,7,93,80,0
142,177,19,2,17,7,105,98,0
140,154,3,2,1,4,77,101,1
198,205,2,2,2,2,100,99,0
168,35,13,20,18,15,93,113,1
49,63,32,19,22,33,98,100,1
63,23,1,6,3,4,74,72,0
130,123,26,35,35,28,126,121,0
5,94,36,35,29,43,89,111,1
170,44,13,18,10,18,84,106,1
129,150,2,2,2,2,108,98,0
158,200,5,4,1,8,126,99,0
11,142,2,2,2,2,91,104,1
19,26,27,24,26,24,104,112,1
193,6,37,30,32,35,98,91,0
199,171,11,26,15,22,109,97,0
45,66,22,20,26,15,109,115,1
91,63,3,5,2,7,86,97,1
110,103,17,62,48,31,106,130,1
4,32,3,0,0,3,90,92,1
206,45,1,1,1,1,95,87,0
170,191,5,3,7,1,110,111,1
29,41,31,34,38,27,74,87,1
69,15,23,16,13,26,85,86,1
138,54,27,34,31,30,117,125,1
95,165,24,45,22,46,109,103,0
176,141,13,9,12,10,93,95,1
53,34,16,19,18,16,116,111,0
164,115,20,53,24,49,116,121,1
143,66,20,0,12,8,112,109,0
135,86,6,19,12,13,105,87,0
177,107,47,31,29,49,144,143,0
102,88,9,13,7,17,101,112,1
40,131,42,15,32,28,107,102,0
178,115,38,38,25,51,88,78,0
93,51,15,30,7,36,106,113,1
58,18,1,18,3,16,108,101,0
197,57,6,8,6,10,121,105,0
154,147,40,36,50,26,95,109,1
92,134,19,50,22,47,88,89,1
55,188,20,12,18,15,76,89,1
2,70,15,10,15,9,75,92,1
14,180,7,14,7,13,83,97,1
11,37,47,26,30,40,98,106,1
69,90,34,24,34,24,109,81,0
19,66,25,22,31,15,107,111,1
110,173,4,13,13,4,86,100,1
169,50,17,35,20,31,106,101,0
27,67,37,38,45,30,100,111,1
27,34,2,2,2,2,107,125,1
63,182,3,11,6,7,101,117,1
180,159,33,32,32,29,110,113,1
60,39,27,46,16,57,106,101,0
207,34,16,4,10,8,97,96,0
53,67,18,22,26,13,101,116,1
54,28,34,31,25,38,74,102,1
195,118,3,14,14,3,91,101,1
196,147,5,19,18,6,77,93,1
137,20,42,25,33,34,97,83,0
24,17,48,17,25,40,112,104,0
109,137,7,12,11,9,98,105,1
71,50,5,4,3,5,110,90,0
148,120,37,20,43,13,125,117,0
65,51,37,21,11,46,98,103,1
17,3,29,50,46,32,98,106,1
171,101,11,16,11,14,99,113,1
191,142,54,26,65,15,107,111,1
197,162,23,34,33,24,104,116,1
38,66,11,30,25,15,100,112,1
172,151,27,45,44,30,98,97,0
147,196,48,23,25,46,105,91,0
26,59,6,5,0,11,112,85,0
28,0,16,25,30,14,83,92,1
1,29,19,6,10,12,113,90,0
59,52,1,18,8,10,87,99,1
117,180,11,5,4,11,98,99,1
2,30,27,17,24,19,104,88,0
126,196,25,27,18,34,63,99,1
57,10,12,22,11,23,93,111,1
194,110,34,25,13,45,95,81,0
201,47,29,4,19,14,115,128,1
166,28,17,52,28,41,97,90,0
133,161,16,17,12,21,87,80,0
112,140,5,6,7,6,85,96,1
68,201,15,8,18,3,92,108,1
173,0,27,14,28,14,77,82,1
52,59,31,48,10,68,109,102,0
190,183,20,20,29,15,88,87,0
86,44,20,26,16,29,83,75,0
110,131,17,51,35,33,104,119,1
66,38,21,15,10,24,91,74,0
112,16,24,44,24,47,105,82,0
189,112,48,24,26,45,99,86,0
10,197,4,8,5,6,100,104,1
134,3,0,5,1,3,73,97,1
191,86,21,8,14,16,103,95,0
34,109,21,27,21,27,117,121,1
19,45,26,23,28,22,95,102,1
118,174,3,0,0,3,103,97,0
184,51,24,11,5,33,120,96,0
201,152,61,19,55,25,93,102,1
142,184,31,6,28,12,131,106,0
107,37,12,16,11,15,96,102,1
72,135,23,8,11,21,98,92,0
85,197,47,20,28,40,95,105,1
66,178,3,0,2,1,102,91,0
11,51,9,7,4,15,90,87,0
104,167,12,5,6,12,122,93,0
170,198,26,45,37,34,88,102,1
54,187,26,28,30,26,91,102,1
201,180,53,12,33,33,115,107,0
101,136,30,33,29,35,93,114,1
93,156,13,25,11,25,84,101,1
160,118,17,20,30,8,104,115,1
125,118,21,23,33,11,95,111,1
31,64,7,29,18,17,94,116,1
13,60,12,2,4,12,112,108,0
116,20,19,30,22,27,108,116,1
34,67,0,0,0,0,97,83,0
138,166,9,18,5,20,117,109,0
112,133,29,49,41,38,100,107,1
173,159,39,16,27,26,112,106,0
187,180,27,24,23,28,93,95,1
122,143,3,3,3,3,88,96,1
67,34,1,2,2,1,87,76,0
129,19,33,30,31,31,103,123,1
205,37,13,4,7,9,93,95,1
68,61,25,14,13,24,104,101,0
11,72,18,12,22,8,101,109,1
186,144,11,7,16,2,132,127,0
164,150,2,1,3,0,96,102,1
4,37,10,6,6,8,102,84,0
35,49,13,11,18,6,86,100,1
201,194,37,6,28,16,72,96,1
64,106,24,21,22,22,100,90,0
90,41,11,4,6,9,56,87,1
196,35,22,42,37,27,98,108,1
200,13,14,21,25,7,82,90,1
67,27,47,30,37,40,90,108,1
102,6,12,15,14,13,107,97,0
70,91,28,22,15,36,108,76,0
87,164,21,14,13,25,103,95,0
143,12,37,4,28,10,132,98,0
44,4,2,3,5,1,106,101,0
84,63,50,14,26,40,108,91,0
199,206,27,46,62,12,92,100,1
47,110,3,5,2,7,103,112,1
198,177,10,10,16,7,107,112,1
132,153,0,0,0,2,71,96,1
10,99,3,7,2,6,103,96,0
11,177,40,25,41,24,127,94,0
147,16,17,6,7,19,88,76,0
150,59,34,17,8,43,98,92,0
49,203,5,0,7,1,104,100,0
58,44,15,51,29,36,89,108,1
203,2,40,12,30,20,103,89,0
120,71,15,4,11,10,101,92,0
49,140,38,22,35,29,63,92,1
126,154,14,13,14,15,87,104,1
98,42,29,47,39,37,96,107,1
74,60,38,36,28,46,99,92,0
68,138,34,23,26,30,95,79,0
142,191,21,2,19,4,98,105,1
46,193,15,12,18,11,112,109,0
127,106,38,18,25,30,100,95,0
41,69,37,26,37,25,92,97,1
123,158,8,6,7,7,109,111,1
141,148,1,0,0,1,98,138,1
42,30,2,3,3,1,96,92,0
109,74,23,28,30,22,106,117,1
21,7,18,27,8,40,117,112,0
167,62,3,7,4,6,98,91,0
46,88,14,12,9,18,105,95,0
83,90,19,6,15,10,89,102,1
167,174,19,38,31,26,100,110,1
109,179,38,42,32,48,109,91,0
127,204,29,9,31,8,109,100,0
174,167,23,18,13,26,97,110,1
136,115,13,16,11,20,80,94,1
108,178,6,10,9,7,81,92,1
52,38,23,32,14,40,98,109,1
120,148,56,21,55,23,107,101,0
38,115,18,44,19,43,118,132,1
206,171,47,9,24,31,108,92,0
121,205,13,16,18,11,114,106,0
33,5,14,22,20,12,106,117,1
82,0,3,1,1,3,83,80,0
41,167,23,19,14,29,95,120,1
57,36,7,18,8,15,94,130,1
98,70,2,13,10,5,95,104,1
56,23,12,10,11,11,85,95,1
129,171,12,20,12,17,98,94,0
87,26,3,2,2,3,87,90,1
144,27,11,2,7,7,120,83,0
105,98,34,21,15,37,113,119,1
169,141,1,1,1,1,87,98,1
19,33,29,29,24,34,102,91,0
174,202,27,21,30,14,87,104,1
187,152,14,19,23,10,104,85,0
200,179,6,11,2,13,81,91,1
100,32,8,3,7,6,111,100,0
162,204,3,1,3,1,96,99,1
122,206,2,2,2,2,95,91,0
174,139,23,19,15,21,87,111,1
154,16,21,26,18,29,98,97,0
37,44,12,15,10,16,109,107,0
46,200,5,4,1,9,105,106,1
54,47,1,5,3,2,106,96,0
132,188,13,12,14,13,98,88,0
143,150,48,5,36,18,115,112,0
177,156,48,31,21,58,120,106,0
56,70,30,44,42,34,101,90,0
107,18,19,31,19,31,88,98,1
117,54,39,23,33,30,110,105,0
19,115,6,5,5,7,96,86,0
142,184,2,0,0,2,115,80,0
42,119,34,27,46,16,79,91,1
6,60,9,6,4,11,105,89,0
50,155,29,41,23,46,96,127,1
168,91,19,39,16,41,125,101,0
43,17,0,2,1,1,77,87,1
20,193,36,43,43,37,103,90,0
21,180,27,34,31,32,95,112,1
71,24,33,42,53,24,107,88,0
46,207,13,11,19,5,101,108,1
45,66,39,29,46,21,91,105,1
183,127,1,2,2,1,120,123,1
17,43,12,14,12,14,107,106,0
11,51,34,22,10,44,101,83,0
56,84,31,44,59,16,87,106,1
69,83,23,15,29,9,86,89,1
3,134,6,6,1,14,83,89,1
133,2,32,29,34,27,88,89,1
11,65,38,24,38,22,120,112,0
176,204,2,2,2,2,103,109,1
130,144,13,15,23,4,90,135,1
31,204,7,32,31,9,82,110,1
100,128,29,14,31,13,96,103,1
199,206,18,29,40,8,97,110,1
148,64,30,15,22,20,126,118,0
101,157,35,37,15,57,101,88,0
157,33,11,46,23,33,101,108,1
54,145,34,33,26,42,104,94,0
22,139,9,4,5,9,94,91,0
201,103,57,13,42,29,112,115,1
93,114,22,53,16,59,97,84,0
126,112,24,23,18,26,100,98,0
148,162,53,22,44,30,112,108,0
43,155,19,36,18,36,92,101,1
177,107,27,12,17,20,107,114,1
142,51,39,9,10,40,106,92,0
74,67,12,13,18,7,125,121,0
74,67,10,10,13,6,84,128,1
106,99,12,8,9,10,75,74,0
59,164,1,30,12,19,111,104,0
43,176,22,45,40,27,89,94,1
17,31,8,10,3,14,105,98,0
44,100,7,11,13,6,132,133,1
60,88,18,31,20,30,102,125,1
83,69,20,7,18,9,107,87,0
191,149,54,25,53,26,86,94,1
178,108,33,29,24,38,114,116,1
190,99,33,25,31,28,110,104,0
73,45,15,12,14,12,109,101,0
1,29,32,8,15,23,106,104,0
34,151,32,34,40,27,97,96,0
45,199,11,9,5,15,111,93,0
8,29,16,24,18,24,105,115,1
150,185,42,24,34,33,122,106,0
10,57,20,33,15,39,114,85,0
197,113,14,15,15,16,112,124,1
95,88,20,36,24,31,116,107,0
197,204,32,40,56,16,80,96,1
64,148,26,23,34,18,105,118,1
101,38,13,14,8,21,111,96,0
121,107,26,25,19,32,124,114,0
191,135,36,12,17,31,100,90,0
125,167,28,32,19,41,103,104,1
91,49,18,50,39,26,94,106,1
141,204,4,1,4,1,74,76,1
96,0,16,49,47,18,79,98,1
179,144,10,23,28,5,99,108,1
89,82,39,22,43,17,99,96,0
177,205,45,27,45,26,76,94,1
138,103,35,45,49,31,111,134,1
141,155,8,4,5,7,95,102,1
173,68,7,4,8,4,98,93,0
6,165,26,27,16,37,97,115,1
37,163,4,2,4,3,104,112,1
72,51,2,3,2,5,91,85,0
36,50,16,22,15,25,103,80,0
134,57,21,41,15,46,104,92,0
199,164,3,11,7,7,120,114,0
161,30,12,23,16,16,99,108,1
38,87,8,22,18,11,111,105,0
167,118,21,43,46,18,110,118,1
100,25,4,2,1,5,97,90,0
73,94,30,22,21,28,94,96,1
17,127,2,3,4,2,103,109,1
49,16,24,13,14,24,102,87,0
110,152,1,6,7,0,94,99,1
140,203,39,30,51,16,93,104,1
147,203,7,2,8,2,92,87,0
72,18,27,8,12,23,106,103,0
184,205,21,7,18,13,106,110,1
123,60,0,0,0,0,103,97,0
56,9,28,43,22,48,97,87,0
139,181,22,40,32,31,96,99,1
100,184,21,8,21,8,104,103,0
117,96,42,23,16,48,116,89,0
14,40,15,26,31,9,82,86,1
144,116,20,4,6,17,116,108,0
60,207,18,30,37,11,86,102,1
146,132,7,3,8,4,79,108,1
103,89,41,27,43,26,82,85,1
41,97,1,3,0,3,94,86,0
142,198,63,14,41,35,100,103,1
166,0,17,51,49,19,92,132,1
104,188,14,6,10,10,97,100,1
206,108,12,3,6,9,91,80,0
102,193,0,1,1,1,103,112,1
115,164,9,13,10,14,101,108,1
74,186,28,21,36,16,113,108,0
143,12,2,0,0,2,90,120,1
170,142,12,15,22,3,108,128,1
140,168,2,1,0,3,92,94,1
192,115,4,6,4,5,114,106,0
44,100,10,17,20,8,88,101,1
102,13,44,28,47,24,127,115,0
28,54,5,6,2,10,79,90,1
149,184,37,20,38,18,105,110,1
54,173,2,6,5,2,90,99,1
2,49,19,14,23,12,108,101,0
59,12,0,4,4,1,102,108,1
188,125,10,6,10,7,84,97,1
175,133,1,0,0,0,94,113,1
157,19,3,16,11,9,91,111,1
30,119,37,44,60,21,95,89,0
1,153,0,0,0,0,88,87,0
8,48,13,19,17,18,103,120,1
165,67,14,29,28,15,115,103,0
18,37,5,22,10,15,105,110,1
170,93,21,38,19,43,114,119,1
17,155,3,5,4,7,99,114,1
156,128,11,23,26,8,94,98,1
55,97,8,3,1,10,103,90,0
194,61,35,26,16,44,90,96,1
95,60,0,3,0,2,103,101,0
159,187,3,3,3,4,99,109,1
22,97,32,21,12,41,109,96,0
111,132,22,21,20,22,105,111,1
82,0,42,15,38,17,89,93,1
179,200,9,21,11,21,104,111,1
18,32,3,10,7,7,86,98,1
45,101,24,21,20,21,116,91,0
71,24,1,0,0,1,85,101,1
151,88,19,7,9,17,102,98,0
128,170,38,19,20,36,110,99,0
154,140,36,34,40,31,103,109,1
150,129,2,3,3,2,103,106,1
58,65,7,30,25,12,84,100,1
66,26,1,1,1,1,101,85,0
51,72,2,4,1,3,96,103,1
30,35,26,25,31,22,111,113,1
52,164,26,39,17,46,128,97,0
105,84,0,2,1,1,116,119,1
53,95,25,38,23,40,113,105,0
170,135,17,31,17,33,90,102,1
40,173,6,1,3,2,87,89,1
131,166,36,40,21,54,97,106,1
52,143,28,40,60,6,85,121,1
100,11,46,35,52,29,108,113,1
10,169,13,23,12,22,80,124,1
11,93,42,25,21,46,123,108,0
47,7,29,26,10,47,109,115,1
198,65,19,20,26,13,95,93,0
106,127,20,20,31,11,105,110,1
86,11,22,29,32,21,93,113,1
145,187,30,47,44,33,82,81,0
45,26,39,27,35,31,98,103,1
90,15,32,21,19,33,95,102,1
20,165,4,3,2,6,100,107,1
164,178,11,14,13,11,94,104,1
67,13,50,31,51,30,98,83,0
86,128,15,20,27,8,83,99,1
194,166,10,1,4,7,75,71,0
173,124,2,0,0,2,92,97,1
37,11,10,14,14,10,91,95,1
89,68,47,27,42,32,82,85,1
45,38,18,15,10,23,103,94,0
165,34,18,40,25,31,96,100,1
115,5,2,2,4,2,102,93,0
111,62,3,5,3,5,87,97,1
43,183,4,7,7,4,85,109,1
193,179,36,25,24,36,100,104,1
50,134,31,43,23,51,92,83,0
66,87,16,11,15,9,108,94,0
142,191,3,2,2,3,108,95,0
84,30,49,14,32,31,107,94,0
163,205,22,16,21,15,95,100,1
172,13,17,27,30,13,116,112,0
61,152,1,3,5,0,103,108,1
138,180,7,7,3,10,101,111,1
127,36,8,2,3,6,108,98,0
151,116,8,1,2,5,119,105,0
25,4,30,36,40,28,86,103,1
201,187,1,1,1,1,88,91,1
127,24,35,14,38,10,113,118,1
100,72,31,18,40,9,96,105,1
161,63,7,9,3,13,97,101,1
199,143,0,0,0,0,95,111,1
73,199,5,1,0,4,121,115,0
148,71,12,6,9,10,97,107,1
202,132,22,9,15,15,106,102,0
72,142,53,14,53,13,95,114,1
133,147,15,16,24,6,96,107,1
204,127,2,0,0,2,118,103,0
171,164,32,48,22,58,105,101,0
61,54,2,9,2,9,94,86,0
6,95,22,23,18,28,100,92,0
30,63,18,17,14,22,107,96,0
52,94,8,7,6,8,91,100,1
204,155,1,0,1,1,91,85,0
117,14,1,0,0,1,105,104,0
16,35,7,17,12,9,105,107,1
200,95,2,9,4,7,82,89,1
173,103,37,15,30,23,120,121,1
147,112,33,13,17,24,96,90,0
126,84,25,26,34,14,104,117,1
102,60,34,21,21,35,112,120,1
134,113,14,27,18,21,72,98,1
4,121,40,27,36,29,100,109,1
73,26,20,12,17,12,87,93,1
32,142,32,28,46,12,93,102,1
127,155,13,3,9,8,114,108,0
148,183,3,3,4,2,107,94,0
171,115,10,15,9,16,95,99,1
59,26,9,61,36,33,75,91,1
62,83,22,40,43,17,72,96,1
17,10,29,49,31,47,100,122,1
161,105,25,56,56,25,98,118,1
134,99,21,39,31,29,91,104,1
116,88,28,39,33,35,105,123,1
43,99,23,51,38,36,92,118,1
91,154,5,10,8,8,113,103,0
197,17,16,25,17,25,103,101,0
102,20,48,32,37,43,105,101,0
