Id,客场队名,主场队名,客场本场前战绩,主场本场前战绩,比分（客场:主场）,sub,obj,result
4100,120,113,25胜7负,16胜16负,115:111,111,115,0
4101,113,204,18胜18负,28胜8负,86:104,104,86,0
4102,113,64,18胜20负,19胜18负,89:94,94,89,1
4103,113,3,21胜22负,22胜21负,95:86,86,95,0
4104,190,113,24胜20负,23胜22负,94:90,90,94,0
4105,113,71,23胜23负,24胜21负,113:120,120,113,1
4106,113,197,24胜25负,21胜27负,91:98,98,91,1
4107,183,113,34胜17负,24胜27负,107:89,89,107,1
4108,106,113,24胜26负,24胜28负,90:117,117,90,0
4109,24,113,41胜12负,25胜28负,91:104,104,91,0
4110,113,162,27胜29负,33胜22负,110:101,101,110,0
4111,113,169,28胜29负,20胜38负,108:97,97,108,1
4112,113,106,29胜29负,25胜33负,132:128,128,132,0
4113,64,113,34胜26负,31胜30负,111:104,104,111,0
4114,31,113,13胜50负,31胜31负,101:112,112,101,1
4115,162,113,40胜29负,34胜33负,127:120,120,127,0
4116,113,190,34胜34负,41胜28负,92:109,109,92,0
4117,71,113,31胜38负,34胜35负,83:107,107,83,0
4118,113,36,36胜35负,38胜33负,99:114,114,99,0
4119,113,92,38胜37负,21胜55负,92:100,100,92,0
4120,204,113,60胜17负,38胜38负,91:110,110,91,0
4121,183,113,52胜26负,39胜39负,110:112,112,110,1
4122,113,169,40胜39负,27胜53负,103:106,106,103,1
4123,113,141,40胜40负,49胜31负,120:130,130,120,1
4124,114,191,0胜0负,0胜0负,101:105,105,101,1
4125,18,114,0胜1负,0胜1负,91:97,97,91,1
4126,114,37,1胜2负,2胜1负,98:91,91,98,0
4127,114,93,2胜2负,1胜4负,103:112,112,103,1
4128,184,114,6胜1负,2胜4负,113:101,101,113,0
4129,205,114,7胜4负,3胜7负,121:92,92,121,1
4130,32,114,8胜7负,3胜9负,103:86,86,103,1
4131,184,114,14胜4负,4胜13负,114:112,112,114,0
4132,114,205,4胜14负,14胜5负,101:123,123,101,1
4133,114,100,5胜18负,17胜6负,95:109,109,95,0
4134,25,114,8胜19负,5胜20负,100:96,96,100,1
4135,114,11,5胜21负,16胜10负,104:125,125,104,1
4136,114,107,5胜22负,12胜17负,102:106,106,102,1
4137,114,142,5胜23负,23胜5负,97:110,110,97,0
4138,135,114,11胜22负,5胜26负,101:89,89,101,1
4139,114,32,5胜29负,19胜18负,84:98,98,84,1
4140,205,114,22胜15负,5胜30负,108:93,93,108,1
4141,114,25,5胜31负,15胜24负,110:101,101,110,0
4142,114,107,6胜32负,18胜21负,113:105,105,113,0
4143,198,114,21胜21负,7胜34负,92:84,84,92,0
4144,114,72,7胜35负,36胜8负,100:112,112,100,1
4145,191,114,37胜12负,9胜40负,89:90,90,89,1
4146,114,18,10胜40负,20胜31负,112:101,101,112,0
4147,72,114,42胜10负,11胜40负,117:105,105,117,0
4148,163,114,29胜25负,11胜42负,109:111,111,109,1
4149,114,184,12胜42负,37胜18负,102:113,113,102,1
4150,107,114,21胜39负,13胜46负,100:85,85,100,1
4151,114,163,14胜48负,33胜32负,97:106,106,97,0
4152,114,121,14胜49负,35胜29负,99:113,113,99,0
4153,37,114,26胜38负,14胜51负,122:106,106,122,0
4154,114,65,14胜52负,40胜27负,100:105,105,100,1
4155,156,114,18胜51负,16胜54负,101:99,99,101,1
4156,114,184,16胜55负,48胜23负,110:120,120,110,1
4157,114,198,16胜56负,38胜34负,88:110,110,88,0
4158,135,114,32胜41负,16胜57负,104:84,84,104,1
4159,198,114,43胜37负,16胜64负,100:88,88,100,1
4160,121,114,44胜37负,16胜65负,138:113,113,138,0
4161,115,108,1胜0负,1胜0负,95:78,78,95,0
4162,129,115,1胜2负,2胜0负,106:101,101,106,0
4163,115,73,3胜2负,7胜1负,117:107,107,117,0
4164,19,115,6胜5负,5胜7负,96:86,86,96,0
4165,59,115,0胜14负,5胜8负,95:100,100,95,0
4166,115,171,7胜8负,6胜10负,101:91,91,101,1
4167,94,115,9胜8负,8胜9负,96:93,93,96,0
4168,108,115,10胜14负,9胜14负,112:100,100,112,0
4169,206,115,24胜5负,11胜17负,108:83,83,108,1
4170,26,115,16胜12负,11胜18负,102:88,88,102,1
4171,115,19,12胜20负,17胜15负,90:115,115,90,0
4172,33,115,13胜21负,12胜21负,95:85,85,95,0
4173,108,115,12胜23负,12胜23负,78:74,74,78,0
4174,178,115,21胜16负,12胜25负,93:87,87,93,0
4175,122,115,26胜12负,12胜26负,101:96,96,101,1
4176,115,185,12胜27负,20胜19负,104:107,107,104,1
4177,115,122,12胜28负,28胜12负,93:113,113,93,0
4178,115,12,14胜31负,30胜12负,107:114,114,107,1
4179,122,115,34胜13负,14胜32负,126:123,123,126,0
4180,115,136,14胜33负,20胜25负,90:103,103,90,0
4181,115,150,14胜36负,32胜16负,108:102,102,108,0
4182,199,115,18胜32负,16胜36负,116:102,102,116,0
4183,115,199,18胜40负,23胜34负,112:110,110,112,0
4184,115,178,19胜40负,31胜28负,101:128,128,101,1
4185,101,115,29胜30负,19胜41负,104:98,98,104,1
4186,38,115,18胜44负,19胜43负,118:132,132,118,1
4187,115,122,20胜45负,44胜20负,99:96,96,99,0
4188,115,164,21胜45负,17胜49负,104:107,107,104,1
4189,115,185,22胜46负,34胜34负,111:116,116,111,1
4190,115,101,23胜48负,35胜36负,132:129,129,132,0
4191,164,115,20胜53负,24胜49负,116:121,121,116,1
4192,178,115,38胜38负,25胜51负,88:78,78,88,0
4193,185,115,39胜41负,28胜52负,129:105,105,129,0
4194,116,193,0胜0负,0胜0负,98:102,102,98,0
4195,109,116,1胜2负,1胜2负,102:99,99,102,1
4196,116,123,1胜3负,4胜1负,92:112,112,92,0
4197,116,39,1胜4负,2胜4负,110:119,119,110,1
4198,116,95,1胜5负,3胜4负,123:107,107,123,0
4199,116,193,4胜7负,7胜5负,71:93,93,71,1
4200,116,200,4胜9负,5胜10负,96:117,117,96,0
4201,116,165,4胜10负,5胜11负,98:85,85,98,0
4202,116,144,5胜10负,14胜2负,102:115,115,102,1
4203,207,116,17胜4负,6胜14负,105:91,91,105,1
4204,116,67,6胜15负,14胜7负,110:124,124,110,1
4205,20,116,12胜12负,6胜16负,117:90,90,117,1
4206,116,6,6胜18负,13胜10负,99:94,94,99,0
4207,186,116,20胜7负,7胜18负,111:109,109,111,0
4208,116,109,10胜21负,13胜18负,103:105,105,103,1
4209,34,116,15胜15负,10胜22负,99:116,116,99,0
4210,116,102,11胜24负,16胜18负,105:112,112,105,1
4211,116,179,14胜26负,12胜27负,87:98,98,87,1
4212,116,207,14胜27负,31胜9负,114:122,122,114,1
4213,109,116,18胜24负,15胜28负,108:111,111,108,1
4214,27,116,22胜22负,17胜28负,109:103,103,109,0
4215,95,116,19胜30负,18胜29负,105:111,111,105,1
4216,116,13,19胜29负,32胜15负,97:125,125,97,0
4217,116,20,19胜30负,22胜27负,108:116,116,108,1
4218,200,116,20胜33负,20胜33负,122:106,106,122,0
4219,116,207,25胜36负,47胜13负,90:97,97,90,1
4220,151,116,38胜25负,25胜37负,91:107,107,91,0
4221,116,34,27胜37负,31胜33负,95:102,102,95,0
4222,116,46,28胜38负,42胜25负,104:117,117,104,1
4223,116,200,28胜40负,28胜41负,109:123,123,109,1
4224,207,116,53胜16负,28胜41负,100:93,93,100,1
4225,116,158,28胜42负,20胜51负,119:130,130,119,1
4226,116,144,31胜45负,63胜14负,107:121,121,107,1
4227,116,158,31胜48负,24胜55负,109:110,110,109,1
4228,116,186,31胜50负,54胜27负,118:123,123,118,1
4229,28,194,0胜0负,0胜0负,91:95,95,91,1
4230,194,201,2胜0负,1胜0负,99:90,90,99,0
4231,194,180,3胜0负,0胜3负,107:99,99,107,1
4232,82,194,4胜1负,4胜0负,93:96,96,93,1
4233,194,28,5胜0负,2胜4负,87:81,81,87,0
4234,124,194,6胜4负,7胜0负,87:107,107,87,0
4235,201,194,13胜2负,12胜3负,109:95,95,109,1
4236,194,117,12胜4负,11胜6负,89:95,95,89,1
4237,47,194,10胜9负,13胜5负,100:92,92,100,1
4238,117,194,15胜8负,14胜7负,97:92,92,97,0
4239,194,14,16胜10负,8胜19负,108:111,111,108,1
4240,68,194,19胜12负,17胜12负,86:93,93,86,1
4241,194,96,19胜14负,8胜23负,92:81,81,92,0
4242,194,152,21胜15负,25胜11负,97:101,101,97,0
4243,194,103,21胜16负,20胜15负,96:87,87,96,0
4244,194,180,23胜16负,17胜22负,110:105,105,110,0
4245,61,194,13胜27负,25胜16负,81:85,85,81,1
4246,194,68,27胜16负,28胜15负,100:59:00,59,100,1
4247,201,194,37胜6负,28胜16负,72:96,96,72,1
4248,117,194,28胜15负,29胜16负,89:91,91,89,1
4249,194,138,30胜16负,19胜25负,112:103,103,112,0
4250,194,166,31胜16负,11胜33负,96:102,102,96,0
4251,194,159,31胜17负,21胜24负,102:104,104,102,1
4252,194,117,32胜18负,30胜17负,93:104,104,93,0
4253,194,89,32胜22负,34胜20负,99:93,93,99,0
4254,180,194,29胜31负,35胜25负,91:89,89,91,0
4255,194,61,35胜26负,16胜44负,90:96,96,90,1
4256,194,187,35胜28负,34胜28负,98:91,91,98,0
4257,194,7,36胜28负,12胜49负,96:81,81,96,0
4258,194,0,37胜28负,43胜18负,77:85,85,77,1
4259,103,194,39胜27负,39胜29负,114:103,103,114,0
4260,194,152,42胜31负,52胜20负,84:102,102,84,0
4261,124,194,43胜31负,42胜32负,91:95,95,91,1
4262,187,194,42胜33负,43胜32负,93:81,81,93,0
4263,194,173,46胜35负,56胜25负,89:121,121,89,0
4264,152,194,3胜2负,2胜3负,98:80,80,98,0
4265,160,195,0胜2负,2胜0负,93:78,78,93,0
4266,195,167,2胜1负,1胜3负,80:96,96,80,1
4267,104,195,5胜2负,2胜4负,96:88,88,96,0
4268,195,174,2胜5负,3胜5负,81:96,96,81,1
4269,118,195,9胜2负,3胜6负,95:85,85,95,0
4270,195,181,3胜11负,7胜7负,88:90,90,88,1
4271,195,118,3胜14负,14胜3负,91:101,101,91,0
4272,90,195,12胜6负,3胜15负,67:93,93,67,1
4273,195,15,4胜19负,5胜20负,87:89,89,87,1
4274,1,195,21胜6负,4胜21负,90:67,67,90,0
4275,195,29,5胜23负,12胜16负,92:89,89,92,0
4276,195,118,7胜23负,24胜7负,93:101,101,93,0
4277,195,22,7胜24负,19胜12负,108:117,117,108,1
4278,62,195,10胜24负,8胜26负,95:84,84,95,0
4279,174,195,21胜15负,8胜27负,92:97,97,92,1
4280,22,195,22胜12负,9胜27负,102:84,84,102,1
4281,195,167,9胜29负,12胜26负,98:99,99,98,1
4282,195,104,9胜30负,22胜18负,97:110,110,97,0
4283,195,111,9胜31负,21胜20负,95:89,89,95,0
4284,97,195,9胜32负,10胜33负,99:89,89,99,0
4285,195,146,12胜36负,27胜21负,85:97,97,85,1
4286,104,195,29胜24负,13胜40负,92:94,94,92,1
4287,132,195,31胜28负,16胜42负,85:96,96,85,1
4288,188,195,35胜24负,17胜42负,75:88,88,75,1
4289,181,195,32胜30负,19胜43负,99:105,105,99,0
4290,203,196,0胜0负,0胜0负,99:95,95,99,0
4291,196,182,3胜2负,3胜4负,96:100,100,96,0
4292,196,105,3胜8负,7胜6负,84:102,102,84,0
4293,133,196,8胜7负,4胜9负,96:84,84,96,0
4294,189,196,13胜3负,5胜12负,96:89,89,96,0
4295,196,84,5胜13负,12胜5负,90:106,106,90,0
4296,98,196,2胜15负,5胜14负,77:70,70,77,0
4297,196,147,5胜19负,18胜6负,77:93,93,77,1
4298,196,203,5胜20负,19胜8负,94:99,99,94,1
4299,23,196,15胜12负,5胜21负,81:75,75,81,0
4300,63,196,9胜20负,6胜22负,104:97,97,104,1
4301,203,196,27胜9负,8胜25负,88:95,95,88,1
4302,182,196,21胜14负,9胜25负,79:88,88,79,1
4303,168,196,16胜25负,13胜27负,105:114,114,105,1
4304,196,203,14胜27负,33胜11负,102:106,106,102,1
4305,196,105,15胜31负,29胜18负,98:113,113,98,0
4306,196,112,15胜32负,17胜26负,86:115,115,86,0
4307,196,70,16胜33负,27胜21负,111:100,100,111,0
4308,196,63,17胜33负,18胜32负,89:102,102,89,0
4309,196,119,20胜38负,41胜15负,74:119,119,74,0
4310,91,196,16胜44负,21胜39负,105:102,102,105,0
4311,196,189,21胜41负,41胜19负,85:96,96,85,1
4312,196,35,22胜42负,37胜27负,98:108,108,98,0
4313,196,98,22胜43负,21胜42负,87:96,96,87,1
4314,140,196,38胜30负,22胜45负,93:72,72,93,0
4315,189,196,46胜21负,23胜46负,83:90,90,83,1
4316,105,196,49胜22负,24胜46负,86:110,110,86,0
4317,9,196,22胜49负,25胜48负,92:112,112,92,0
4318,196,140,26胜48负,42胜32负,88:98,98,88,1
4319,197,190,1胜3负,2胜2负,99:84,84,99,0
4320,155,197,3胜3负,2胜3负,85:96,96,85,1
4321,10,197,4胜8负,5胜6负,100:104,104,100,1
4322,197,204,6胜6负,12胜1负,93:112,112,93,0
4323,17,197,10胜12负,9胜10负,106:111,111,106,1
4324,197,106,11胜10负,13胜9负,93:102,102,93,0
4325,106,197,14胜13负,12胜14负,89:105,105,89,0
4326,197,183,13胜14负,20胜11负,98:107,107,98,0
4327,197,24,15胜16负,25胜6负,82:99,99,82,1
4328,197,85,15胜17负,26胜8负,88:107,107,88,0
4329,99,197,15胜17负,15胜18负,102:96,96,102,1
4330,204,197,29胜8负,15胜21负,101:95,95,101,1
4331,183,197,25胜14负,15胜22负,103:100,100,103,0
4332,197,190,15胜24负,20胜19负,95:92,92,95,0
4333,197,17,16胜25负,17胜25负,103:101,101,103,0
4334,92,197,12胜32负,17胜25负,92:100,100,92,0
4335,197,113,19胜25负,22胜22负,77:88,88,77,1
4336,197,36,22胜27负,22胜26负,81:93,93,81,1
4337,197,64,22胜28负,26胜24负,101:108,108,101,1
4338,197,31,22胜29负,9胜42负,102:98,98,102,1
4339,148,197,38胜20负,23胜32负,123:110,110,123,0
4340,197,162,23胜34负,33胜24负,104:116,116,104,1
4341,31,197,12胜48负,24胜37负,104:112,112,104,1
4342,106,197,27胜34负,25胜37负,107:111,111,107,1
4343,190,197,37胜26负,26胜37负,90:88,88,90,0
4344,127,197,42胜23负,26胜38负,111:103,103,111,0
4345,64,197,37胜29负,27胜39负,107:100,100,107,0
4346,197,71,27胜40负,31胜35负,111:105,105,111,0
4347,36,197,37胜31负,29胜40负,104:109,109,104,1
4348,197,204,32胜40负,56胜16负,80:96,96,80,1
4349,197,134,32胜43负,23胜52负,96:100,100,96,0
4350,197,127,32胜44负,49胜28负,94:100,100,94,0
4351,197,120,32胜46负,57胜21负,94:116,116,94,0
4352,197,183,32胜47负,52胜27负,104:111,111,104,1
4353,120,197,58胜22负,32胜48负,89:101,101,89,0
4354,183,197,54胜27负,33胜48负,100:105,105,100,1
4355,198,191,1胜1负,3胜0负,81:93,93,81,1
4356,198,11,3胜2负,2胜3负,111:118,118,111,1
4357,156,198,1胜6负,3胜3负,102:109,109,102,1
4358,198,135,6胜5负,5胜8负,106:94,94,106,1
4359,170,198,8胜5负,7胜5负,99:89,89,99,0
4360,198,156,8胜10负,5胜15负,104:87,87,104,1
4361,198,121,13胜13负,13胜14负,101:99,99,101,1
4362,205,198,18胜12负,14胜14负,90:97,97,90,1
4363,198,205,16胜15负,19胜14负,93:95,95,93,1
4364,191,198,25胜10负,17胜18负,95:106,106,95,0
4365,198,18,18胜19负,14胜24负,105:94,94,105,1
4366,156,198,12胜30负,20胜21负,80:96,96,80,1
4367,107,198,18胜27负,24胜21负,93:85,85,93,0
4368,72,198,40胜8负,25胜22负,100:115,115,100,1
4369,198,121,26胜23负,25胜24负,116:113,113,116,0
4370,4,198,30胜20负,27胜23负,107:72,72,107,1
4371,135,198,18胜33负,27胜24负,100:96,96,100,1
4372,25,198,20胜33负,27胜25负,106:93,93,106,1
4373,198,93,27胜26负,17胜39负,84:95,95,84,1
4374,198,86,27胜27负,23胜30负,105:91,91,105,1
4375,37,198,23胜31负,29胜27负,96:102,102,96,0
4376,198,37,35胜29负,25胜36负,111:91,91,111,1
4377,184,198,47胜23负,37胜33负,95:93,93,95,0
4378,198,191,42胜35负,52胜25负,74:110,110,74,0
4379,163,198,39胜40负,42胜36负,75:90,90,75,1
4380,205,198,55胜26负,44胜37负,103:108,108,103,1
4381,142,198,2胜0负,0胜2负,123:119,119,123,0
4382,94,199,0胜3负,0胜3负,103:94,94,103,1
4383,199,73,1胜6负,7胜2负,98:106,106,98,0
4384,199,66,1胜7负,6胜3负,81:100,100,81,0
4385,199,52,1胜8负,4胜6负,87:95,95,87,1
4386,108,199,5胜5负,1胜9负,115:98,98,115,1
4387,199,122,1胜10负,6胜5负,103:110,110,103,1
4388,206,199,9胜2负,1胜11负,90:104,104,90,0
4389,129,199,11胜19负,8胜19负,89:115,115,89,0
4390,185,199,16胜15负,9胜20负,108:110,110,108,1
4391,199,94,10胜20负,17胜13负,89:104,104,89,0
4392,150,199,20胜13负,10胜21负,95:89,89,95,0
4393,199,178,10胜22负,19胜14负,105:98,98,105,1
4394,26,199,20胜15负,11胜23负,91:86,86,91,0
4395,199,157,11胜25负,8胜31负,91:95,95,91,1
4396,199,192,13胜26负,23胜19负,99:101,101,99,0
4397,33,199,19胜26负,15胜27负,99:116,116,99,0
4398,185,199,24胜22负,16胜27负,112:111,111,112,0
4399,171,199,20胜25负,16胜28负,105:114,114,105,1
4400,38,199,12胜35负,17胜28负,103:105,105,103,1
4401,192,199,28胜20负,18胜28负,110:95,95,110,1
4402,199,206,18胜29负,40胜8负,97:110,110,97,0
4403,199,12,18胜31负,35胜14负,84:99,99,84,1
4404,199,101,22胜33负,25胜29负,89:109,109,89,0
4405,199,185,23胜35负,29胜31负,95:100,100,95,0
4406,199,171,24胜42负,26胜40负,123:108,108,123,0
4407,150,199,43胜25负,25胜43负,105:109,109,105,1
4408,199,206,27胜46负,62胜12负,92:100,100,92,0
4409,199,45,29胜48负,45胜32负,97:104,104,97,0
4410,164,199,21胜58负,30胜49负,121:100,100,121,0
4411,109,200,0胜0负,0胜0负,107:102,102,107,0
4412,34,200,1胜2负,0胜3负,117:113,113,117,0
4413,200,193,0胜4负,2胜2负,83:89,89,83,1
4414,200,34,0胜8负,4胜3负,112:106,106,112,0
4415,158,200,5胜4负,1胜8负,126:99,99,126,1
4416,200,95,2胜9负,4胜7负,82:89,89,82,1
4417,130,200,7胜6负,2胜10负,101:113,113,101,1
4418,151,200,15胜5负,7胜12负,114:96,96,114,1
4419,193,200,13胜8负,7胜14负,110:108,108,110,0
4420,200,151,7胜16负,16胜7负,105:133,133,105,1
4421,27,200,13胜13负,8胜18负,95:102,102,95,0
4422,200,186,9胜18负,19胜7负,100:122,122,100,1
4423,200,207,9胜19负,21胜5负,100:113,113,100,1
4424,200,13,14胜21负,25胜7负,82:90,90,82,1
4425,200,46,14胜23负,22胜14负,108:117,117,108,1
4426,200,53,14胜24负,17胜20负,110:96,96,110,1
4427,200,39,15胜24负,8胜29负,104:95,95,104,1
4428,200,6,16胜24负,19胜21负,99:107,107,99,0
4429,200,27,16胜25负,20胜19负,95:98,98,95,1
4430,95,200,17胜26负,16胜26负,98:118,118,98,0
4431,39,200,8胜33负,17胜26负,143:114,114,143,0
4432,13,200,30胜12负,17胜27负,122:124,124,122,1
4433,123,200,26胜19负,18胜27负,114:105,105,114,0
4434,102,200,26胜20负,19胜28负,107:94,94,107,1
4435,200,67,19胜29负,29胜19负,106:108,108,106,1
4436,200,20,19胜30负,21胜27负,98:118,118,98,0
4437,200,193,22胜34负,34胜23负,95:91,91,95,0
4438,186,200,40胜18负,23胜34负,129:99,99,129,1
4439,200,123,23胜36负,33胜25负,110:118,118,110,1
4440,20,200,29胜31负,23胜37负,86:109,109,86,0
4441,207,200,46胜13负,24胜37负,101:98,98,101,1
4442,200,137,25胜38负,39胜24负,83:88,88,83,1
4443,67,200,37胜26负,25胜39负,94:87,87,94,0
4444,130,200,29胜36负,26胜40负,77:100,100,77,0
4445,186,200,47胜21负,27胜41负,112:128,128,112,1
4446,193,200,40胜30负,29胜41负,82:95,95,82,1
4447,200,186,30胜41负,49胜22负,107:117,117,107,1
4448,179,200,31胜42负,31胜43负,118:121,121,118,1
4449,14,68,0胜4负,4胜0负,85:94,94,85,1
4450,96,14,4胜7负,4胜8负,110:115,115,110,1
4451,47,14,8胜9负,6胜10负,125:116,116,125,0
4452,14,89,6胜11负,12胜4负,79:90,90,79,1
4453,7,14,7胜12负,6胜14负,92:102,102,92,0
4454,14,180,7胜14负,7胜13负,83:97,97,83,1
4455,14,194,7胜15负,13胜7负,74:93,93,74,1
4456,61,14,8胜15负,7胜17负,120:116,116,120,0
4457,68,14,16胜9负,7胜18负,80:103,103,80,0
4458,14,152,11胜23负,23胜11负,83:108,108,83,0
4459,54,14,15胜21负,11胜24负,109:112,112,109,1
4460,187,14,17胜21负,12胜25负,107:99,99,107,1
4461,14,61,12胜26负,13胜25负,101:95,95,101,1
4462,173,14,26胜13负,14胜26负,89:103,103,89,0
4463,14,89,16胜28负,29胜15负,103:96,96,103,1
4464,103,14,26胜18负,17胜28负,109:100,100,109,0
4465,14,28,18胜32负,19胜29负,89:78,78,89,0
4466,14,7,19胜33负,8胜44负,103:94,94,103,1
4467,124,14,29胜24负,20胜34负,105:100,100,105,0
4468,14,21,21胜37负,25胜30负,101:102,102,101,1
4469,131,14,32胜27负,21胜39负,116:120,120,116,1
4470,96,14,16胜45负,22胜41负,102:113,113,102,1
4471,14,117,23胜42负,40胜23负,94:104,104,94,0
4472,14,103,23胜43负,38胜27负,101:131,131,101,1
4473,14,68,25胜44负,39胜30负,96:104,104,96,0
4474,82,14,48胜22负,25胜45负,100:94,94,100,1
4475,14,7,25胜46负,13胜57负,91:97,97,91,1
4476,21,14,32胜41负,25胜47负,88:100,100,88,0
4477,14,21,26胜47负,33胜42负,101:111,111,101,1
4478,28,14,32胜46负,27胜51负,100:110,110,100,1
4479,15,22,0胜0负,0胜0负,79:91,91,79,1
4480,22,15,3胜0负,0胜3负,88:96,96,88,1
4481,90,15,4胜1负,1胜3负,78:89,89,78,1
4482,15,1,2胜6负,7胜2负,68:92,92,68,1
4483,174,15,4胜5负,2胜7负,100:86,86,100,1
4484,15,29,2胜8负,3胜6负,93:102,102,93,0
4485,139,15,3胜8负,3胜9负,99:91,91,99,0
4486,15,181,3胜10负,6胜7负,80:97,97,80,1
4487,69,15,13胜6负,4胜15负,107:101,101,107,0
4488,29,15,10胜11负,4胜20负,80:88,88,80,1
4489,202,15,19胜9负,8胜21负,99:95,95,99,0
4490,15,8,11胜22负,12胜17负,100:101,101,100,1
4491,15,62,11胜23负,9胜23负,93:103,103,93,0
4492,15,188,12胜25负,21胜15负,83:100,100,83,0
4493,69,15,23胜16负,13胜26负,85:86,86,85,1
4494,62,15,13胜26负,14胜26负,86:105,105,86,0
4495,15,104,16胜29负,25胜21负,115:116,116,115,1
4496,15,48,16胜31负,23胜25负,79:101,101,79,0
4497,15,1,18胜32负,41胜11负,71:83,83,71,1
4498,90,15,32胜21负,19胜33负,95:102,102,95,0
4499,97,15,12胜42负,20胜33负,94:99,99,94,1
4500,15,69,21胜33负,32胜23负,96:101,101,96,0
4501,29,15,28胜30负,22胜36负,113:97,97,113,1
4502,1,15,45胜14负,22胜37负,100:94,94,100,1
4503,15,69,23胜38负,36胜25负,84:116,116,84,0
4504,62,15,22胜41负,23胜40负,73:76,76,73,1
4505,15,22,24胜40负,41胜23负,97:103,103,97,0
4506,16,119,0胜5负,3胜2负,94:105,105,94,0
4507,16,56,0胜8负,4胜3负,94:76,76,94,0
4508,42,16,6胜4负,1胜9负,83:103,103,83,0
4509,16,91,2胜9负,3胜7负,74:90,90,74,1
4510,63,16,3胜9负,2胜10负,90:91,91,90,1
4511,126,16,6胜7负,3胜11负,101:108,108,101,1
4512,16,189,5胜11负,11胜2负,78:90,90,78,1
4513,9,16,4胜13负,5胜13负,79:89,89,79,1
4514,16,9,6胜15负,4胜16负,104:97,97,104,1
4515,105,16,10胜11负,7胜16负,101:94,94,101,1
4516,16,35,7胜17负,12胜9负,105:107,107,105,1
4517,147,16,17胜6负,7胜19负,88:76,76,88,0
4518,16,63,7胜20负,7胜19负,91:97,97,91,1
4519,98,16,3胜20负,7胜21负,68:100,100,68,0
4520,16,70,9胜21负,16胜9负,119:126,126,119,1
4521,30,16,16胜12负,10胜22负,94:96,96,94,1
4522,70,16,20胜10负,12胜22负,84:85,85,84,1
4523,16,30,13胜23负,18胜16负,103:87,87,103,1
4524,91,16,14胜26负,15胜25负,90:105,105,90,0
4525,16,2,16胜25负,24胜16负,82:85,85,82,1
4526,16,91,16胜27负,14胜28负,104:102,102,104,0
4527,30,16,23胜19负,17胜27负,117:90,90,117,1
4528,9,16,13胜33负,17胜29负,99:117,117,99,0
4529,35,16,28胜20负,18胜31负,93:90,90,93,0
4530,203,16,39胜11负,18胜32负,109:119,119,109,1
4531,196,16,17胜34负,20胜32负,105:86,86,105,1
4532,98,16,15胜35负,20胜33负,85:96,96,85,1
4533,189,16,33胜18负,21胜33负,105:91,91,105,1
4534,16,23,22胜34负,33胜21负,82:114,114,82,0
4535,23,16,34胜21负,22胜35负,90:72,72,90,0
4536,70,16,31胜23负,22胜36负,114:103,103,114,0
4537,16,98,22胜37负,18胜37负,96:95,95,96,0
4538,16,196,23胜37负,20胜39负,95:100,100,95,0
4539,16,147,23胜41负,44胜20负,97:129,129,97,0
4540,35,16,38胜28负,23胜45负,119:82,82,119,1
4541,16,84,23胜46负,53胜14负,89:103,103,89,0
4542,16,63,24胜50负,27胜46负,108:98,98,108,1
4543,16,9,26胜52负,24胜53负,111:104,104,111,0
4544,16,35,29胜52负,48胜33负,99:103,103,99,0
4545,17,190,1胜0负,0胜1负,108:111,111,108,1
4546,24,17,3胜0负,2胜1负,99:91,91,99,0
4547,120,17,3胜1负,2胜2负,119:110,110,119,0
4548,17,155,3胜5负,4胜7负,99:114,114,99,0
4549,17,71,4胜6负,6胜5负,85:93,93,85,1
4550,31,17,2胜10负,5胜8负,94:113,113,94,0
4551,155,17,8胜8负,6胜9负,106:102,102,106,0
4552,57,17,6胜11负,6胜10负,100:115,115,100,1
4553,17,31,8胜10负,3胜14负,105:98,98,105,1
4554,17,24,11胜14负,20胜3负,101:96,96,101,1
4555,183,17,17胜10负,13胜15负,114:97,97,114,1
4556,17,92,14胜16负,8胜20负,92:109,109,92,0
4557,17,64,14胜21负,16胜17负,91:112,112,91,0
4558,134,17,13胜27负,16胜22负,110:89,89,110,1
4559,17,99,16胜23负,19胜19负,104:98,98,104,1
4560,17,31,17胜24负,7胜33负,101:104,104,101,1
4561,17,176,17胜26负,25胜20负,106:116,116,106,1
4562,92,17,12胜33负,17胜27负,87:103,103,87,0
4563,17,92,19胜28负,13胜37负,98:112,112,98,0
4564,36,17,22胜25负,19胜29负,95:111,111,95,0
4565,204,17,37胜14负,21胜29负,100:109,109,100,1
4566,176,17,33胜23负,23胜32负,113:102,102,113,0
4567,50,17,21胜39负,23胜36负,85:96,96,85,1
4568,17,113,24胜37负,30胜30负,101:114,114,101,1
4569,17,64,25胜39负,35胜27负,87:101,101,87,0
4570,10,17,28胜44负,26胜44负,97:96,96,97,0
4571,31,17,14胜59负,26胜47负,111:116,116,111,1
4572,17,24,27胜47负,52胜23负,94:101,101,94,0
4573,17,36,27胜48负,40胜34负,104:116,116,104,1
4574,17,71,28胜49负,34胜42负,102:95,95,102,1
4575,17,120,29胜52负,58胜23负,111:112,112,111,1
4576,18,107,0胜0负,0胜0负,79:89,89,79,1
4577,37,18,0胜1负,0胜2负,102:90,90,102,1
4578,51,18,2胜2负,0胜3负,95:98,98,95,1
4579,32,18,2胜3负,1胜3负,95:98,98,95,1
4580,18,100,2胜5负,5胜2负,103:107,107,103,1
