客场队名,主场队名,客场本场前战绩,主场本场前战绩,比分
93,37,25胜56负,37胜44负,88:101
37,72,0胜0负,0胜0负,92:99
72,37,2胜0负,0胜2负,83:91
72,37,2胜1负,1胜2负,115:120
38,206,0胜1负,0胜1负,75:102
38,73,0胜4负,4胜1负,87:101
157,38,0胜4负,0胜5负,104:98
38,171,1胜7负,2胜7负,109:111
38,143,1胜8负,10胜0负,99:107
38,122,3胜11负,9胜6负,99:110
38,52,5胜13负,9胜10负,91:108
143,38,21胜0负,5胜14负,114:98
185,38,10胜11负,5胜15负,105:110
94,38,12胜11负,7胜16负,105:82
87,38,14胜9负,7胜17负,104:98
38,26,7胜18负,15胜9负,97:104
38,5,7胜20负,15胜10负,105:102
178,38,15胜13负,8胜20负,119:118
38,87,8胜22负,18胜11负,111:105
38,94,9胜22负,18胜13负,93:100
45,38,18胜15负,10胜23负,103:94
66,38,21胜15负,10胜24负,91:74
94,38,19胜17负,10胜25负,83:77
206,38,32胜6负,10胜27负,106:79
52,38,20胜20负,10胜28负,104:110
136,38,18胜24负,11胜32负,108:86
122,38,33胜12负,11胜33负,106:116
38,178,12胜34负,26胜22负,79:91
38,199,12胜35负,17胜28负,103:105
26,38,25胜23负,12胜37负,114:100
171,38,21胜28负,12胜38负,119:128
38,59,13胜38负,7胜43负,98:103
192,38,30胜22负,14胜39负,109:90
52,38,23胜32负,14胜40负,98:109
38,129,15胜41负,29胜27负,104:112
38,164,15胜42负,14胜43负,116:106
38,136,16胜42负,28胜29负,98:96
38,150,17胜42负,38胜20负,95:105
38,157,17胜43负,11胜49负,101:107
38,115,18胜44负,19胜43负,118:132
38,66,18胜45负,41胜20负,99:104
38,59,18胜46负,8胜56负,89:95
33,38,28胜38负,18胜47负,109:100
59,38,9胜57负,18胜48负,114:131
38,5,19胜48负,33胜33负,102:118
38,19,19胜49负,35胜34负,103:115
12,38,51胜20负,19胜51负,95:104
26,38,38胜33负,20胜51负,110:120
38,87,21胜51负,42胜30负,99:110
38,12,21胜53负,52胜22负,87:107
199,38,28胜47负,21胜55负,106:87
38,101,21胜56负,37胜40负,103:121
38,26,21胜58负,42胜37负,105:129
101,38,39胜41负,21胜59负,120:111
66,38,55胜26负,21胜60负,103:96
39,46,0胜0负,0胜0负,117:122
39,34,1胜1负,0胜1负,108:110
116,39,1胜4负,2胜4负,110:119
39,165,3胜5负,3胜6负,122:104
39,123,4胜7负,7胜5负,105:124
46,39,8胜6负,4胜9负,111:92
172,39,6胜10负,4胜11负,122:105
34,39,8胜8负,5胜12负,111:93
39,34,5胜13负,9胜8负,103:112
102,39,6胜12负,5胜14负,118:113
39,207,6胜15负,18胜5负,101:130
39,186,6胜16负,17胜7负,118:122
39,95,7胜17负,11胜16负,111:118
39,60,7胜18负,6胜20负,107:108
39,67,7胜19负,19胜8负,104:116
39,13,7胜21负,21胜6负,99:119
39,6,8胜22负,15胜16负,99:101
39,102,8胜23负,15胜16负,95:118
137,39,21胜13负,8胜24负,101:89
39,27,8胜25负,18胜18负,109:121
13,39,26胜8负,8胜26负,116:108
60,39,9胜25负,8胜27负,105:95
74,39,21胜16负,8胜28负,117:97
39,67,8胜30负,25胜13负,113:132
186,39,31胜11负,8胜31负,137:112
207,39,34胜9负,9胜34负,112:86
88,39,15胜30负,9胜35负,109:106
53,39,21胜29负,9胜39负,95:90
27,39,26胜22负,9胜40负,106:97
67,39,30胜21负,9胜41负,103:95
193,39,33胜23负,9胜45负,112:103
34,39,24胜30负,9胜46负,129:125
39,109,9胜47负,25胜32负,109:129
39,144,9胜48负,48胜9负,95:112
39,172,9胜49负,25胜35负,109:100
39,137,10胜49负,37胜24负,97:112
39,193,10胜51负,36胜27负,122:109
39,74,11胜51负,34胜29负,105:110
39,179,11胜52负,27胜36负,96:105
165,39,22胜49负,14胜56负,98:126
39,102,15胜56负,43胜28负,108:129
39,74,15胜57负,37胜35负,107:92
60,39,27胜46负,16胜57负,106:101
39,20,16胜58负,34胜41负,89:90
95,39,27胜49负,16胜59负,111:121
74,39,39胜37负,17胜59负,82:91
6,39,39胜40负,19胜60负,106:107
39,46,20胜60负,51胜29负,105:114
39,6,20胜61负,40胜41负,73:112
28,194,0胜0负,0胜0负,91:95
28,110,0胜1负,0胜1负,85:96
28,40,1胜3负,3胜1负,102:105
28,21,1胜4负,2胜2负,94:90
194,28,5胜0负,2胜4负,87:81
152,28,8胜2负,5胜5负,118:107
28,54,5胜6负,2胜10负,79:90
28,14,5胜9负,5胜10负,89:103
89,28,15胜4负,6胜12负,85:96
82,28,13胜8负,7胜12负,88:78
180,28,8胜13负,8胜13负,91:97
28,166,11胜16负,5胜21负,84:79
68,28,19胜13负,12胜16负,95:80
28,0,12胜17负,19胜10负,77:90
173,28,24胜7负,12胜18负,87:99
28,82,13胜18负,27胜9负,89:101
28,180,14胜23负,18胜23负,84:93
96,28,12胜27负,14胜24负,87:100
28,7,15胜24负,8胜33负,102:88
187,28,20胜23负,16胜24负,94:81
28,0,16胜25负,30胜14负,83:92
68,28,29胜16负,16胜26负,90:98
14,28,18胜32负,19胜29负,89:78
61,28,14胜37负,19胜30负,74:92
28,96,20胜30负,13胜37负,85:100
28,187,20胜31负,28胜26负,86:89
21,28,23胜28负,20胜32负,103:97
14,28,22胜39负,22胜36负,90:92
40,28,45胜15负,23胜37负,89:83
54,28,34胜31负,25胜38负,74:102
28,40,26胜38负,46胜17负,56:87
89,28,42胜26负,26胜40负,93:89
47,28,35胜33负,27胜41负,95:100
166,28,17胜52负,28胜41负,97:90
0,28,52胜19负,29胜42负,95:87
28,61,29胜44负,20胜53负,104:98
28,21,30胜44负,34胜42负,88:89
28,89,31胜45负,48胜29负,72:78
28,82,31胜46负,54胜23负,90:85
28,14,32胜46负,27胜51负,100:110
61,28,22胜58负,33胜47负,86:93
97,29,0胜2负,1胜1负,81:102
29,104,2胜1负,3胜2负,86:91
29,167,2胜3负,2胜5负,100:103
202,29,6胜3负,2胜6负,103:106
15,29,2胜8负,3胜6负,93:102
29,174,4胜6负,6胜5负,76:102
29,181,6胜10负,10胜7负,105:99
29,1,7胜10负,16胜4负,100:107
153,29,11胜8负,7胜11负,89:100
15,29,4胜17负,8胜11负,82:103
29,15,10胜11负,4胜20负,80:88
1,29,19胜6负,10胜12负,113:90
29,8,11胜14负,10胜14负,113:112
90,29,16胜11负,12胜14负,99:94
90,29,20胜12负,13胜18负,93:90
97,29,7胜26负,13胜20负,118:119
55,29,22胜16负,14胜23负,93:97
1,29,32胜8负,15胜23负,106:104
48,29,18胜21负,15胜24负,114:119
29,62,16胜24负,13胜27负,105:99
8,29,16胜24负,18胜24负,105:115
29,125,20胜24负,21胜24负,116:87
41,29,24胜21负,21胜24负,100:91
22,29,27胜19负,22胜25负,125:104
188,29,27胜22负,24胜27负,99:95
8,29,17胜34负,25胜28负,98:107
125,29,27胜29负,27胜28负,94:116
22,29,37胜22负,29胜30负,105:99
29,22,29胜32负,40胜22负,109:118
62,29,22胜42负,30胜33负,86:92
55,29,34胜30负,31胜33负,90:85
30,42,0胜0负,0胜1负,99:88
189,30,2胜1负,2胜0负,108:90
30,98,2胜1负,0胜3负,101:91
42,30,2胜3负,3胜1负,96:92
30,56,3胜2负,4胜2负,105:96
23,30,3胜5负,4胜2负,85:99
2,30,5胜6负,6胜4负,93:86
49,30,9胜4负,7胜5负,102:88
30,112,7胜6负,6胜8负,85:95
42,30,9胜7负,7胜7负,88:91
30,196,8胜7负,4胜11负,81:102
30,35,9胜9负,11胜7负,97:88
168,30,7胜13负,10胜9负,85:98
30,9,11胜9负,5胜18负,90:86
147,30,16胜6负,12胜9负,111:85
9,30,5胜23负,14胜11负,94:82
84,30,20胜7负,15胜12负,85:104
203,30,25胜8负,16胜13负,117:110
30,2,17胜16负,19胜13负,104:96
16,30,13胜23负,18胜16负,103:87
30,154,19胜17负,16胜21负,88:104
30,126,20胜18负,20胜19负,110:104
30,9,22胜18负,11胜32负,108:113
30,49,24胜20负,28胜15负,86:96
91,30,14胜32负,24胜21负,98:107
30,133,25胜22负,27胜22负,86:100
16,30,19胜32负,25胜23负,105:100
98,30,14胜35负,25胜24负,102:90
56,30,22胜28负,25胜25负,92:94
30,35,26胜25负,31胜22负,111:113
35,30,32胜22负,26胜26负,97:94
70,30,30胜23负,26胜27负,103:102
30,175,26胜28负,25胜30负,95:90
30,182,27胜28负,31胜27负,110:107
133,30,32胜27负,29胜28负,108:109
30,140,30胜29负,35胜28负,103:93
30,168,31胜29负,22胜42负,115:113
84,30,49胜14负,32胜31负,107:94
91,30,18胜48负,32胜32负,109:115
126,30,31胜35负,33胜32负,95:102
30,70,34胜32负,37胜30负,90:98
70,30,38胜31负,34胜34负,104:99
30,49,36胜38负,48胜26负,83:101
63,30,29胜47负,36胜39负,83:100
30,91,37胜40负,19胜59负,103:113
105,30,55胜25负,37胜43负,112:111
30,119,37胜44负,60胜21负,95:89
30,84,0胜0负,0胜0负,87:110
84,30,2胜0负,0胜2负,104:91
84,30,3胜0负,0胜3负,88:77
31,50,0胜0负,0胜0负,83:90
31,43,0胜1负,0胜1负,105:98
10,31,2胜2负,1胜2负,104:109
176,31,3胜3负,2胜2负,91:83
31,85,2胜3负,4胜3负,95:118
31,24,2胜5负,8胜0负,77:104
120,31,5胜3负,2胜6负,92:79
99,31,6胜8负,2胜11负,100:92
43,31,7胜11负,2胜13负,85:92
31,99,3胜15负,9胜9负,109:105
31,3,4胜16负,8胜10负,78:74
204,31,16胜4负,5胜16负,109:77
3,31,8胜12负,5胜17负,91:90
31,176,5胜18负,13胜10负,93:106
50,31,7胜17负,5胜19负,107:101
31,10,5胜20负,9胜15负,111:114
57,31,8胜19负,5胜21负,106:116
31,36,6胜22负,9胜19负,93:104
113,31,14胜15负,6胜23负,117:95
31,155,6胜24负,13胜18负,94:79
31,134,7胜24负,10胜24负,87:96
31,162,7胜25负,19胜12负,100:116
3,31,15胜18负,7胜27负,81:72
31,120,7胜28负,27胜9负,85:101
31,64,7胜29负,18胜17负,94:116
190,31,18胜19负,7胜30负,82:77
31,204,7胜32负,31胜9负,82:110
31,10,8胜33负,15胜27负,78:93
148,31,31胜15负,8胜35负,114:86
162,31,26胜18负,8胜36负,126:117
31,92,8胜37负,12胜35负,102:113
31,190,8胜38负,25胜20负,90:99
50,31,19胜28负,8胜39负,98:101
31,106,9胜39负,23胜23负,100:110
197,31,22胜29负,9胜42负,102:98
106,31,24胜28负,10胜43负,101:90
24,31,41胜13负,10胜44负,110:100
31,24,11胜45负,43胜13负,96:101
36,31,27胜29负,11胜46负,107:98
134,31,21胜38负,11胜47负,88:114
169,31,21胜39负,12胜47负,116:102
31,197,12胜48负,24胜37负,104:112
92,31,19胜45负,12胜50负,98:105
31,113,13胜50负,31胜31负,101:112
31,71,13胜51负,27胜35负,97:102
31,50,13胜52负,26胜40负,94:115
31,127,13胜54负,43胜24负,115:120
31,141,13胜55负,43胜26负,110:115
155,31,24胜46负,13胜58负,105:108
31,85,14胜60负,51胜22负,77:96
31,3,14胜61负,43胜32负,90:102
64,31,44胜32负,14胜62负,102:98
24,31,53胜25负,14胜63负,104:102
10,31,32胜47负,14胜64负,116:119
31,64,15胜65负,47胜33负,100:110
71,31,37胜44负,15胜66负,111:103
32,100,1胜1负,1胜1负,97:108
32,25,1胜2负,1胜2负,87:81
4,32,3胜1负,2胜2负,95:86
121,32,2胜5负,3胜4负,78:85
32,37,6胜5负,4胜6负,122:118
32,65,7胜5负,9胜2负,82:124
32,18,9胜7负,3胜12负,104:88
184,32,12胜4负,10胜7负,117:103
32,11,10胜8负,8胜7负,108:111
86,32,9胜9负,10胜10负,85:109
149,32,16胜6负,11胜12负,106:111
32,128,13胜12负,19胜6负,97:104
32,170,13胜13负,11胜14负,108:107
32,149,14胜13负,18胜8负,102:106
32,72,14胜15负,21胜7负,107:77
32,11,16胜16负,18胜13负,96:80
32,51,17胜17负,5胜30负,95:82
163,32,20胜16负,18胜17负,102:96
32,58,18胜18负,5胜28负,97:77
114,32,5胜29负,19胜18负,84:98
32,4,20胜18负,25胜12负,87:95
51,32,5胜35负,20胜19负,79:95
135,32,14胜28负,21胜20负,101:99
32,205,22胜21负,28胜17负,95:101
32,93,23胜22负,15胜33负,115:100
128,32,32胜15负,24胜22负,88:95
37,32,21胜29负,28胜23负,97:103
170,32,18胜33负,29胜23负,103:111
107,32,20胜33负,30胜23负,81:89
32,107,32胜27负,20胜39负,95:106
93,32,21胜44负,33胜30负,91:97
32,198,34胜32负,36胜30负,84:85
205,32,41胜25负,34胜33负,114:103
11,32,45胜26负,34胜35负,108:90
86,32,32胜37负,34胜36负,88:89
142,32,59胜13负,36胜36负,108:95
32,44,37胜38负,34胜41负,110:101
11,32,50胜27负,38胜39负,104:99
37,32,37胜42负,39胜40负,73:96
44,32,39胜42负,41胜40负,105:100
32,4,0胜0负,0胜0负,91:103
32,4,0胜1负,1胜0负,82:91
32,4,1胜3负,3胜1负,94:88
52,33,0胜0负,0胜0负,122:97
33,66,0胜2负,2胜0负,87:106
33,38,0胜3负,0胜3负,103:96
59,33,0胜3负,1胜3负,87:91
33,52,2胜3负,2胜3负,99:92
33,108,4胜4负,3胜4负,102:103
12,33,8胜1负,4胜5负,105:108
33,101,5胜5负,4胜4负,86:115
33,12,5胜6负,8胜3负,100:115
33,26,5胜7负,7胜5负,86:123
19,33,7胜6负,5胜8负,88:109
33,94,6胜9负,7胜8负,90:114
108,33,6胜11负,6胜11负,74:92
33,19,7胜12负,10胜9负,95:102
52,33,10胜10负,7胜13负,91:106
129,33,9胜12负,8胜13负,88:90
150,33,12胜9负,9胜13负,109:95
33,66,9胜14负,14胜9负,83:90
33,150,10胜16负,15胜10负,90:103
33,143,10胜17负,25胜1负,112:121
33,122,12胜20负,21胜10负,123:131
33,5,14胜22负,20胜12负,106:117
178,33,21胜15负,14胜23负,95:96
33,52,15胜23负,18胜20负,88:100
5,33,22胜14负,15胜24负,101:106
33,101,16胜24负,17胜19负,101:106
73,33,23胜16负,16胜25负,101:108
33,192,20胜27负,26胜20负,83:103
87,33,25胜21负,20胜28负,107:103
33,171,20胜29负,20胜27负,104:111
33,129,20胜30负,23胜26负,95:107
33,136,20胜31负,23胜25负,81:84
45,33,31胜22负,20胜32负,111:112
101,33,23胜27负,21胜32负,92:99
33,73,22胜33负,31胜25负,117:109
157,33,11胜46负,23胜33负,101:108
33,45,24胜33负,33胜25负,107:112
19,33,29胜29负,24胜34负,102:91
26,33,31胜29负,25胜35负,104:99
115,33,19胜42负,25胜36负,101:116
33,5,26胜37负,31胜30负,90:100
87,33,37胜26负,26胜38负,108:114
199,33,24胜40负,27胜38负,92:103
33,38,28胜38负,18胜47负,109:100
192,33,39胜29负,29胜39负,86:96
136,33,33胜36负,30胜39负,94:85
33,12,30胜41负,50胜20负,104:113
164,33,20胜54负,30胜44负,94:105
94,33,32胜43负,31胜44负,110:113
5,33,38胜38负,32胜44负,102:98
12,33,55胜22负,32胜45负,109:80
33,94,33胜47负,34胜46负,98:107
26,33,44胜37负,33胜48负,97:92
39,34,1胜1负,0胜1负,108:110
34,20,1胜1负,1胜1负,83:98
34,200,1胜2负,0胜3负,117:113
27,34,2胜2负,2胜2负,107:125
172,34,2胜4负,3胜2负,91:117
34,179,4胜2负,0胜5负,75:86
34,88,5胜5负,2胜8负,73:96
95,34,6胜7负,5胜7负,89:93
67,34,9胜6负,6胜7负,105:99
34,95,6胜8负,6胜10负,104:96
207,34,16胜4负,10胜8负,97:96
130,34,12胜10负,10胜9负,107:115
34,67,11胜11负,16胜7负,100:122
6,34,13胜11负,11胜12负,97:108
34,6,12胜12负,13胜12负,95:69
13,34,19胜6负,13胜12负,114:108
34,13,13胜13负,20胜6负,102:113
102,34,13胜15负,13胜14负,96:123
34,102,14胜14负,13胜16负,102:107
34,20,14胜15负,15胜18负,119:94
34,116,15胜15负,10胜22负,99:116
123,34,21胜13负,16胜16负,94:98
34,53,17胜16负,16胜18负,105:104
34,207,18胜18负,30胜7负,109:107
88,34,11胜29负,19胜18负,108:116
34,186,20胜20负,32胜12负,92:111
34,95,20胜21负,17胜27负,96:112
34,88,20胜22负,13胜30负,97:109
60,34,16胜27负,21胜23负,114:109
34,109,21胜27负,21胜27负,117:121
34,165,21胜28负,16胜34负,137:112
158,34,18胜37负,22胜29负,122:114
34,39,24胜30负,9胜46负,129:125
137,34,35胜22负,25胜30负,109:95
165,34,18胜40负,25胜31负,96:100
34,13,26胜31负,40胜17负,95:102
109,34,27胜33负,26胜32负,110:98
151,34,36胜24负,26胜33负,101:112
67,34,37胜25负,27胜33负,94:101
53,34,26胜38负,29胜33负,93:104
116,34,27胜37负,31胜33负,95:102
34,151,32胜34负,40胜27负,97:96
34,158,33胜34负,20胜48负,107:103
34,144,34胜34负,54胜14负,92:117
34,130,34胜35负,32胜37负,93:90
34,172,35胜35负,27胜43负,116:98
74,34,37胜34负,36胜35负,97:100
34,46,38胜36负,48胜26负,103:100
20,34,35胜41负,39胜36负,105:108
179,34,31胜44负,40胜36负,109:105
34,123,40胜37负,43胜33负,79:110
34,60,40胜39负,28胜51负,90:82
34,67,0胜0负,0胜0负,97:83
34,67,1胜0负,0胜1负,100:106
67,34,1胜1负,1胜1负,77:104
67,34,1胜2负,2胜1负,87:76
34,67,2胜2负,2胜2负,93:118
67,34,3胜2负,2胜3负,92:89
68,187,0胜0负,0胜0负,119:104
110,187,1胜1负,1胜1负,89:109
187,152,2胜1负,3胜0负,105:124
187,138,2胜2负,2胜1负,109:115
187,166,2胜4负,3胜2负,100:91
159,187,3胜3负,3胜4负,99:109
173,187,4胜2负,4胜4负,106:91
40,187,7胜2负,4胜5负,116:110
187,96,4胜8负,3胜7负,86:89
82,187,8胜4负,4胜9负,95:97
138,187,7胜8负,6胜9负,111:116
152,187,13胜4负,7胜10负,96:98
187,68,8胜10负,11胜7负,109:112
180,187,6胜12负,8胜11负,127:111
187,103,8胜12负,12胜6负,107:108
187,159,8胜14负,11胜10负,104:98
187,145,9胜14负,5胜18负,84:83
124,187,12胜12负,10胜14负,73:86
187,21,12胜17负,13胜14负,104:90
61,187,10胜19负,13胜17负,85:96
187,166,14胜17负,5胜23负,98:100
187,152,14胜19负,23胜10负,104:85
117,187,23胜12负,15胜19负,105:110
131,187,24胜12负,16胜19负,99:110
187,117,17胜19负,24胜13负,100:109
187,14,17胜21负,12胜25负,107:99
173,187,26胜12负,18胜21负,70:89
0,187,27胜13负,19胜21负,96:84
180,187,20胜23负,19胜23负,110:115
187,28,20胜23负,16胜24负,94:81
187,61,21胜23负,13胜31负,100:98
187,54,22胜24负,20胜25负,99:94
96,187,13胜32负,23胜24负,93:107
89,187,31胜17负,24胜24负,97:100
187,180,27胜24负,23胜28负,93:95
152,187,35胜16负,27胜25负,93:84
28,187,20胜31负,28胜26负,86:89
103,187,31胜23负,29胜26负,108:116
54,187,26胜28负,30胜26负,91:102
187,103,31胜26负,32胜25负,107:120
201,187,49胜10负,33胜28负,93:109
194,187,35胜28负,34胜28负,98:91
187,173,34胜29负,45胜16负,104:103
117,187,39胜22负,35胜29负,101:107
47,187,33胜29负,36胜29负,110:108
21,187,30胜39负,37胜32负,78:99
131,187,36胜34负,38胜32负,85:103
187,40,39胜32负,50胜19负,90:87
138,187,32胜43负,41胜33负,91:110
166,187,23胜55负,44胜34负,96:101
194,187,46胜33负,45胜34负,89:111
187,145,46胜35负,31胜50负,103:110
201,187,1胜1负,1胜1负,88:91
187,201,3胜1负,1胜3负,103:110
201,187,2胜3负,3胜2负,91:99
187,117,0胜0负,0胜0负,114:101
187,117,1胜0负,0胜1负,102:111
117,187,1胜1负,1胜1负,93:101
117,187,1胜2负,2胜1负,133:123
117,187,3胜2负,2胜3负,83:95
187,117,3胜3负,3胜3负,90:105
188,202,0胜0负,0胜0负,82:95
167,188,2胜3负,1胜3负,96:113
188,111,2胜3负,2胜3负,90:86
188,132,3胜3负,3胜3负,85:94
118,188,8胜2负,3胜5负,100:95
195,188,3胜8负,4胜6负,99:108
1,188,12胜2负,5胜6负,86:102
188,195,6胜6负,3胜10负,93:87
188,139,9胜6负,5胜10负,91:90
188,125,10胜6负,10胜7负,84:97
188,160,10胜8负,6胜12负,84:86
202,188,12胜9负,10胜9负,83:73
104,188,14胜6负,10胜10负,97:100
188,118,12胜10负,17胜4负,94:101
111,188,13胜12负,12胜13负,80:85
132,188,13胜12负,14胜13负,98:88
139,188,11胜16负,17胜14负,103:104
188,181,18胜14负,18胜14负,93:97
188,62,20胜15负,11胜24负,102:99
15,188,12胜25负,21胜15负,83:100
188,139,22胜15负,15胜20负,110:92
153,188,25胜16负,24胜16负,116:111
62,188,14胜29负,24胜17负,114:110
188,125,25胜19负,21胜25负,93:97
111,188,24胜26负,26胜21负,86:93
188,181,27胜21负,27胜24负,89:98
188,118,28胜22负,40胜12负,94:88
139,188,20胜31负,29胜22负,94:98
188,174,30胜22负,30胜24负,85:95
188,83,30胜23负,39胜14负,97:82
174,188,31胜25负,31胜23负,89:94
160,188,30胜27负,33胜23负,93:104
188,202,34胜23负,40胜16负,97:107
195,188,19胜42负,36胜25负,91:103
125,188,28胜35负,38胜25负,89:93
8,188,21胜42负,39胜25负,101:109
146,188,0胜0负,0胜0负,99:98
146,188,1胜0负,0胜1负,98:105
146,188,3胜1负,1胜3负,80:92
146,188,3胜3负,3胜3负,82:72
189,147,0胜0负,0胜0负,92:101
189,140,0胜1负,1胜0负,104:94
133,189,1胜2负,1胜1负,94:103
189,30,2胜1负,2胜0负,108:90
182,189,2胜2负,3胜1负,85:93
189,119,5胜1负,6胜2负,107:97
49,189,6胜0负,6胜1负,95:105
105,189,4胜6负,8胜1负,97:92
154,189,6胜6负,8胜2负,98:106
9,189,3胜10负,9胜2负,78:84
16,189,5胜11负,11胜2负,78:90
161,189,7胜11负,12胜3负,98:108
189,196,13胜3负,5胜12负,96:89
189,161,14胜4负,7胜15负,80:82
189,105,14胜5负,11胜12负,94:99
189,133,14胜6负,13胜11负,99:86
30,189,13胜10负,16胜6负,80:90
175,189,12胜14负,17胜6负,82:92
56,189,13胜15负,18胜7负,99:89
189,23,19胜8负,17胜13负,83:88
189,42,19胜9负,14胜16负,93:83
189,161,20胜10负,12胜22负,92:81
189,168,21胜10负,13胜21负,113:81
203,189,28胜10负,23胜10负,98:101
189,203,24胜12负,29胜11负,82:103
189,2,25胜13负,23胜15负,85:82
23,189,25胜16负,26胜13负,82:81
154,189,17胜24负,26胜14负,93:106
189,56,28胜15负,18胜25负,103:100
189,119,29胜15负,34胜11负,89:106
98,189,11胜33负,29胜16负,76:85
189,70,30胜17负,26胜21负,92:103
140,189,30胜19负,30胜18负,93:99
112,189,18胜29负,31胜18负,88:105
189,63,34胜18负,22胜32负,88:82
91,189,15胜39负,35胜18负,82:88
189,35,36胜18负,33胜23负,76:72
175,189,25胜31负,37胜18负,84:90
196,189,21胜41负,41胜19负,85:96
189,147,43胜19负,45胜20负,96:85
189,133,44胜20负,33胜32负,84:90
112,189,23胜41负,44胜21负,77:92
189,196,46胜21负,23胜46负,83:90
42,189,36胜32负,46胜22负,106:110
189,98,47胜22负,25胜44负,94:107
189,154,51胜24负,39胜36负,84:86
189,168,51胜25负,27胜49负,89:87
147,189,53胜26负,54胜25负,91:87
189,175,54胜26负,40胜40负,103:97
189,147,0胜0负,0胜0负,91:112
189,147,0胜1负,1胜0负,91:93
147,189,2胜0负,0胜2负,82:94
147,189,2胜1负,1胜2负,83:104
189,147,2胜2负,2胜2负,103:93
147,189,2胜3负,3胜2负,105:118
189,119,0胜0负,0胜0负,91:93
189,119,0胜1负,1胜0负,99:93
119,189,1胜2负,2胜1负,97:103
189,119,3胜1负,1胜3负,88:84
189,203,0胜0负,0胜0负,83:105
189,203,0胜1负,1胜0负,89:93
203,189,3胜0负,0胜3负,93:86
190,204,0胜0负,0胜0负,94:101
190,176,1胜1负,1胜1负,99:111
141,190,4胜2负,2胜3负,90:108
190,24,3胜3负,7胜0负,79:95
64,190,3胜5负,3胜4负,103:87
190,155,3胜5负,4胜6负,89:86
190,169,4胜5负,2胜6负,97:86
190,148,5胜5负,7胜3负,106:102
204,190,10胜1负,7胜5负,102:86
148,190,12胜7负,9胜8负,101:81
141,190,11胜9负,9胜9负,108:82
92,190,6胜14负,9胜10负,85:94
120,190,16胜4负,10胜10负,116:100
190,197,10胜11负,10胜10负,98:104
113,190,11胜12负,10胜12负,101:93
190,176,10胜14负,14胜10负,91:105
190,50,10胜15负,8胜17负,95:87
106,190,14胜14负,12胜16负,99:120
3,190,11胜17负,13胜16负,95:91
190,106,14胜17负,14胜17负,108:111
190,17,14胜18负,14胜19负,112:84
190,31,18胜19负,7胜30负,82:77
169,190,14胜23负,19胜19负,90:91
197,190,15胜24负,20胜19负,95:92
190,183,20胜20负,29胜15负,88:87
183,190,29胜16负,21胜20负,81:99
190,113,24胜20负,23胜22负,94:90
31,190,8胜38负,25胜20负,90:99
176,190,28胜21负,26胜21负,110:96
190,10,27胜22负,17胜33负,83:91
99,190,25胜25负,27胜23负,89:92
190,92,28胜23负,16胜37负,86:81
50,190,20胜32负,29胜23负,93:98
148,190,37胜19负,30胜23负,96:102
155,190,19胜38负,31胜24负,103:108
10,190,24胜36负,32胜25负,96:110
190,99,33胜25负,31胜28负,110:104
190,36,34胜25负,29胜29负,94:103
190,3,34胜26负,34胜27负,85:77
190,57,38胜27负,15胜50负,103:77
134,190,22胜46负,39胜27负,86:96
190,85,40胜27负,46胜20负,86:91
24,190,51胜18负,40胜28负,71:82
190,134,42胜28负,23胜48负,91:87
190,106,43胜30负,32胜41负,94:92
85,190,53胜24负,45胜32负,102:107
57,190,17胜61负,46胜32负,95:117
190,155,47胜32负,25胜54负,102:90
190,162,48胜32负,47胜33负,97:91
176,190,49胜32负,49胜32负,105:106
190,120,0胜0负,0胜0负,86:100
190,120,0胜1负,1胜0负,111:105
120,190,1胜1负,1胜1负,95:98
190,120,2胜2负,2胜2负,100:99
120,190,2胜3负,3胜2负,104:84
190,120,3胜3负,3胜3负,109:120
114,191,0胜0负,0胜0负,101:105
198,191,1胜1负,3胜0负,81:93
156,191,1胜5负,6胜1负,102:107
18,191,3胜6负,8胜1负,88:95
184,191,9胜1负,9胜1负,93:119
191,156,12胜2负,3胜11负,99:93
205,191,13胜5负,15胜3负,107:101
191,58,18胜4负,2胜20负,120:115
142,191,21胜2负,19胜4负,98:105
191,11,21胜5负,15胜10负,91:105
135,191,8胜20负,21胜6负,97:91
184,191,20胜7负,21胜7负,117:111
191,156,23胜8负,10胜22负,109:106
191,107,24胜8负,13胜20负,85:114
51,191,5胜31负,24胜9负,83:105
191,72,25胜9负,26胜8负,86:96
191,198,25胜10负,17胜18负,95:106
191,37,26胜11负,16胜22负,103:92
191,93,27胜11负,15胜27负,106:96
128,191,30胜10负,28胜11负,98:102
177,191,28胜13负,29胜11负,103:95
65,191,27胜14负,29胜12负,86:92
58,191,8胜35负,30胜12负,83:101
107,191,19胜27负,33胜12负,69:99
191,135,36胜12负,17胜31负,100:90
191,114,37胜12负,9胜40负,89:90
37,191,21胜30负,38胜13负,86:95
191,121,39胜13负,27胜25负,89:105
149,191,37胜21负,41胜15负,97:79
191,114,41胜16负,13胜44负,101:97
191,184,42胜17负,41胜19负,102:100
191,198,44胜17负,33胜29负,89:95
191,4,44胜18负,39胜25负,101:91
191,44,45胜18负,26胜36负,92:95
191,100,45胜19负,36胜28负,87:107
32,191,34胜31负,45胜20负,83:96
107,191,26胜41负,46胜20负,81:92
191,177,47胜21负,44胜25负,112:101
191,51,49胜21负,14胜56负,103:82
142,191,58胜13负,50胜22负,107:84
191,205,50胜23负,46胜26负,89:103
170,191,26胜46负,50胜24负,83:97
121,191,42胜33负,51胜24负,92:100
